,text,label
39371,@alexkillby hahaha I knowwww lmao. All the other ones a porn stars lol. It's only the first day of the week though ,0
39405,"@Alexmcelroy Thanks, Alex. I'm starving. Haven't eaten since noon. Didn't take a break from 2:00-10:00 ",0
39425,@alexpardee are you gonna be in Louisiana sometime soon for a book signing or whatever? if so then i would love to go ,1
39450,@AnaMaria55: not all my tweets can be about you! You KNOW I love you. Duh. Why else would u be my bff? ,1
39466,@Alyssa_Milano  Good pics although I'm a little out of touch having not had any live baseball on tv here in the UK this year ,0
39474,@Alyssa_Milano Baseball has no following in Europe at all &amp; it saddens me as I love baseball. It's miles better than cricket! ,0
39508,"@Alyssa_Milano I'm not impersonating Tony LaRussa or anyone else on Twitter, facebook or mySpace. It's hard enough just being myself. ",1
39574,@Alyssa_Milano wow great to meet u here  I saw that u love animals 2! I hv lots of pets! see here:http://twitpic.com/photos/Xena81,1
39590,"@alyssabee I'm sorry I didn't see your tweets! I think it's too late to come over, though.  I miss youuuu!",0
39616,@anaz sorry we missed 2nd half. Kidlet hurt himself on rough edge of chain link fence at back of bleachers and needed to leave ,0
39630,"@anca_foster Well now would be a good time  i never saw Romania  i just know Vlad Tepes comes from there, and Castlevania...lol",1
39693,@ancmowat I completely agree with you.. why would anyone? Must have tho to promulgate a law like that.. so very peculiar.. ,1
39746,@anddjournal Thank U so much 4 following me on twttr; I hope U find it as exciting as I do!  Looking forward 2 yr tweets! ,1
39756,@AnderLucia made great time...drove the whole way. planning to take the train to san diego from oceanside tomorrow and chill out there ,1
39767,@andi0k  my meetings are all done for the day....doamne ajuta sa nu viseze ceva inovativ #theprofessionalidiot si sa vrea sa il aplaudam ,0
39772,@andieisuperb uhmm not so long really. i just came here last year 2008.  how is it in pinas? haha i miss it !,1
39809,"@amanda_holden welcome to twitter, hope you are all good  am so excited about the BGT semi-finals, hope natalie okri is in there ",1
39839,"@AnditisLiz Omg!!! Lol.   Strawberry Daiquiri from bath n body works Is the best, smells sooo yummy! !  (Haven't tried it tho, lol  ) ",1
39878,@amandabaybee09 chasers 9pm dont forget!!  plus got rando missed call from international numba agen during boxing :S + hows sstv goin ;D x,1
39892,@AndraeRaMone I could've told you abt audioporn...or some form of it last week...but that's ovr for me now... ,0
39925,"@amandabynes Actually compared to me Amanda - that's early - I usually don't get up until 1:30pm (a nocturnal night owl, I guess!) ",1
39936,@Amandabynes http://twitpic.com/4kj0h - Hi Amanda congrats on making loads more mags in the UK!  they LOVE you as a fashion icon here. ...,1
39969,"@andreacooley Love the iced coffee post. I think I may give this a try, much to my kitchen cleaning husband's displeasure. ",1
40060,"@andrearlevin don't be bitter!  you went to UCF, seems like the Magic winning shouldn't be so horrible! They're your team too!",0
40066,@AndreasChoice just because watchmen was a lghtwt soft porn doesn't mean it was good. Hah. And on that note I liked it ,1
40148,@amandapearl @willingthrall Yes. A whole quart of hot loose leaf nettle and raspberry leaf tea. What a mess. And a waste. ,0
40171,@amandaster Just so you know...you vanished from my DM list again...so fix it like we did the last time...thx ,1
40248,"@AmazingAoife I was at the house, I've got the effing flu and no money  Did ya have a good time last nigt?",0
40317,@amber_e_ but I'm a complete stranger. I didn't do anything wrong...  what would hurt more cold spoons or hot?,0
40336,@AmberCadabra I know WHO you mean   And WHO is the one with the dirty mind?  I still play that Justin Timberlake song you posted ,1
40376,@AmberlinaM Can't download atm as my net is going slow as  I've downloaded nearly all the eppy's of Re:Brand though.,0
40462,@amc1988 i miss Anoop's forum and posting there and i miss everyone who got banned except Ghost becuz i am still talking 2 her ,0
40499,@Amelia Lewe yeah..i know. sadsdad puppies.  hmm today im goin shopping...maybe we can do sth. afterwards?,0
40526,@Amelle_berrabah Welcome home!  The UK seems brighter with you here! Haha. Love Teardrops! It's stunning. Cant wait for the album! xx,1
40564,@Ames1103 Have fun!!! I hope your eyes get betta.  I blocked those peeps!! On my way to get ready. Have a great day!,0
40635,"@amiestuart Hmm, some leather but not much, less blood too, but I'd say the ending has a fair amount of mayhem ",1
40665,@amirmc yep i'm rather happy with the numbers  we have bios on each attendee and will be requesting full society profiles this week.,1
40683,"@AMJarvis25 Awwww yes, Sadie.   Apparently there are quite many cats who looks just like Sadie and Leevi! It's scary sometimes. LoL",0
40690,"@amm1029 will you be blogging recollections from the show, setlist, emily's wardrobe notes etc?  so bummed i could not attend myself ",0
40745,@AndrewAesthetic i couldn't really sleep either. it feels like i just fell asleep and now i'm already up again for a shower ,0
40790,"@amoniquek LOL, yeah it's almost Summer we need to attempt to give up that stuff. I will just OD on grapes now ",1
40797,@Amor_Jondelle Ur so right u have no idea how much those words have helped me  these past   mnths thanks I needed to hear them again ,1
40823,@Ampdecay Morrowind? I just downloaded and installed the game of the year edition on my laptop yesterday. My mouse is screwed up tho ,0
40845,@amreyna dood that is shooking i hate having dreams! of ppl stealing my stuff! it sucks more when it really happens  ah i hate stealers!,0
40872,"@amu311bd Yep, seriously hating that song. lol I used to like it, but the radio stations over here overplay the song. ",0
40875,"@amulsp lmao ur gonna be missed, ill have 2 find another prick to torture. But they never give it back like u. ",0
41036,@andrewcareaga Those are just the old tools from an old trade. Don't envy my junk when you have your own beautiful junk. ,1
41064,"@AmyLapi ha ha I love that movie... not funny about the noise, but hilarious that  you just made that reference.  Good work ",1
41074,"@amylovatojonas awww!  I hope you're okay! Thats sucks, you're not alone. Lots of crap going on in my life too",0
41177,"@andrewleeeeeeee omg, i totally forgot to ask you what st. jean baptiste day was yesterday... sorry, i am SUCH a dweebster ",0
41225,"@andrewsnaith Yay, you've booked your flight! I wish you a smooth transition - if you need anything please do not hesitate to contact me ",1
41242,@AmyriadfthINGs and i finally got my brother into it too. and he just bought the Dvd boxed sets for season one and two. ,1
41271,@andrewtc04 jebus dude... you better be wearing a helmet. If not I will bring you one this evening. That is soo scary ,0
41276,"@andrewtleung Good luck drew, probably see you tomorrow. Possibly pick you up from school?  K, time for bed. Goodnight.",1
41290,@androidtomato hmmmm what if...lets see i'll meet u in l.a put u on my benefits we fly business with qantas to NYC ,1
41385,"@Anabby369: Omfq!! hell yeah!! mine to, &amp;&amp; i would love to qo with you!  smao. im happy now.",1
41484,"@andyclemmensen awww is the secret going to suck, i dont know if i will stay up then, cos i have school tomorrow ",0
41581,"@anazephyrrr AWWW REALLY?? Aww! He studies in La Salle right? Aww! Before we know it, he's going to prom already! HUHUHU! ",0
41587,"@anc_scorpio Yeah, the concert ticket is a B-day present from my big sis  So your birthday is in November??? When exactly??",1
41593,"@anca_foster well, true confessions time: I had a 150MB video to upload to YouTube, it took forever then had to convert. ",0
41740,@andreaangel09 Thanks girl! You might've been the very first if that's the case. My internet was out from the storm we had ,0
41864,@andrewbadera I was a latch key kid. I remember one summer when Guns n' Roses November Rain video seemed like all they played ,0
41891,"@AndrewDearling I have been attempting to whistle all day and had no luck  Maybe my lips are wierd, can't blow bubblegum bubbles either!",0
41911,@andrewghayes It was difficult 2 choose a winner - several great songs &amp; artists. Always fun when so many Nordic countries in the top ,1
41922,@Andrewgoldstein so its 5:15am and i cant sleep so im listening to Permanent Heartbreak  im in love with this song.,1
42046,"@andrewtandoc hehehe... Yes, you're right... They must be prepared for anything that is thrown at them! You will be missed too ",1
42066,@Android_Bot yea i had the same feeling i cupcaked mine too and it's pretty swish  even if i have noticed it gets hot quickly ,0
42087,@androinica Have you heard of a problem with the HTC Magic where the g-sensor stops working?? Mine now wont rotate the screen ,0
42100,"@Andy_Bloch That really sucks, but at least it was good to see a poker player considered a &quot;celebrity&quot; instead of hosting celebrities ",1
42145,"@andynyman didn't even realise you were on Twitter till @charltonbrooker mentioned you. I tried getting your sig once, didn't happen  nvm!",0
42217,"@andyroddick I must be your biggest fan, right after your semi final in Queens I rolled my ankle during practice  bring on the ice",0
42291,@AndyTaylorSonic -nice work! Something in this mix really rings of ur live interpretation of it with DD. How you expanded on that made me ,1
42323,@AneezD omggg ure back in singapore for the weekend???? so lucky! anddddd aghhhh im so hungry i miss homecooked food  i pun nak!!,0
42349,"@andydugan I like this, very positive attitude of yours! Oh btw I would have said, &quot;This weekend WILL be great.&quot;  Enjoy!",1
42351,"@andye6 Thanks man, I'll have to keep an eye on them... Great conversation, Thanks for the interaction! Have a great weekend! ",1
42357,@andyglassjaw I want to text you cause you say your bored. but i don't feel like i know you well enough.   haha,0
42412,@AndyHartmark I'm SO DOWN. And let me know when you wanna shoot this bad ass outfit - theme - concept. It'll be RAD! ,1
42440,"@AndyMorse well, the rain seemed to hold off for our walk up. The mist however rather scuppered any chance for a decent view ",0
42497,@AngelaKeen kid is doing m.s.s. on real violin. i get to pluck twinkle twinkle. my cowrkr's kid starting violin this week! ,1
42537,@angelcastaneda what? I need to document my tweets too? I do enuf of that at work! I wish I had a pencam. ,0
42555,@angelfisherjo I forget that you're on the other side of the world in a different time zone. It's so not fair. ,0
42616,"@andyroddick Morning!  you rooting for Roger? Nothing against Soderling, but it'd be nice to see the greatest player ever in our era!",1
42684,"@andytyra I picked bad time for liquid diets.  I had to say no to the cheese fest.   Great weather for it, too!",0
42818,"@AngelSharum Nah, not old lmao.  Well seasoned maybe?   I hear they grow up really fast, I'm still hoping lmao.",1
42867,@Angela_Webber_ You know I'm always up for sweets!!!  I'm pumped for Trivia tonight- I'm going to get caught up and win!!  ,1
42886,@AngelaGunn  heh... i cept the cups that mine came in..... and always smile when ii see them   good stuff.. good times... ,1
43014,@angelayee &quot;Just decided that I don't want to get married because I don't want to get divorced&quot;  aww   i can relate,0
43018,"@AngelaYWilliams  My friend gave me two of JH cd's when I lived in UK. He plays with megastars!! You, Me? TWINS!",1
43024,"@Angelbstar Hehe thank you darling  awww wow they sound hard =/ good luck with them both , what kind of job do you wanna do xxx",1
43048,@angl66 Sooty Winstanley is beating my brother's record!! My own policy is to only catch pre-cooked food that falls from the fridge... ,1
43115,@angelicucu YAHHH! estoy addicted  I made a sims of myself and one of megan fox and then I married her... but now she died ,0
43136,"@angstmann Yep, same here. Apologies for the late reply; I've been twitterless until now. Gorgeous weather in London but work looms ",0
43146,"@angusmaclean yeah I've been there, my son is two so we go to only the kid friendly places now;) congrats on the baby! ",1
43152,@AnhHoang We're glad too!  SO you think you'll make it to one of the schools then? You have a ideal candidate?,1
43155,@angelinababyboo LOL. I'm obsessed with this place but the past two times I've been here I haven't been to Disney. ,0
43248,@Angelobell if I have to foxtrot I am screwed.  Did you get the email? No rush just wondering if it went through.,1
43272,@angelsk Sorry I didn't answer i had to go out but yeah I meant that wall I don't post in the yap anymore ,1
43279,"@animallife Dakota, a wolf at the UK Wolf Centre...hears the other wolves howling and joins in the call.  http://tinyurl.com/c2mhzr",1
43287,"@animateobjects  excellent! i'm going to watch The Grudge 3. i'm not expecting much, but will take one for the team lol",1
43297,@animealmanac I think the Japenes companies are overreacting a bit. I hope it all works out for @funimation though and they find the jerk ,0
43315,"@AlexRaffi I see the love you have for your beautiful little girl, and could we all have her innocence again or remember our own-- ",1
43409,"@anggatirta gw wiken ini dijkt, lo kebdg ya? ayo..lunch di pacific place yo.. kpn?senin?selasa?hehe..just give me a call ",1
43437,"@alexvissia   Yes. But even free verse has structure, our minds cannot function effectively with 'total freedom'. Philip Hobsbaum.......",1
43521,"@angieg415 @jenisue heyo look at me, two (three!) tweets in as many hours!  but i must say, this twitter biz makes me uncomfortable ",0
43526,@angielala can't wait for stories lmaoo gosh if that was only this weekend i woulda sooo went  oh well see u next bday hahaha,0
43544,@ankita_gaba aww. didn't mean to be rude. But I thought @Shadez was .  Sorry for hurting ya guys  just shared my thought ,0
43555,"@ankitind now dat is a 'compliment', nybdy cn start ther web2.0 company provided d person work wid u atleast for a yr  ",1
43556,@ankitjindal Very TrueÃ¯Â¿Â½. Wished an NLP module sense in FB app or for that say any social app as they play a lot with emotions ,0
43578,@angieproenza Just got back in town for a night. Sleeping in my own bed is rare and amazing.  Thanks for the international message!,1
43590,@Angiex33 oh that sucks  i think ours might have passed already! I came over there at Christmas last year.have u been 2 england before?,0
43624,@anna_black it be up tues. he was a cool bloke he even joind us for a beer after the event   how u holdin up,1
43632,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,0
43665,"@angryaussie Aw, heck. I'll send an eviction notice to the germs  Else I'll show pics of U cheating w/ another virus!",1
43673,"@AngryBritain Thanks   How have you been? I saw you getting angry earlier... good sign that, easing yourself back in before #moanmonday",1
43699,@annabelle327 Im glad for u I won't be back to work till July 1st so I won't see you for a month ,0
43708,@annaBOO86 if you want i can give you a manicure  thats the most i can do for now..  lol! just tell me when!,0
43724,"@angsavestheday oohh, i'm sorry  well, i was up at ursa major all day. &amp; i left before school got out! ",0
43739,"@Angusislame yeah soorrry i went to bed, i totally forgot i was still on twitter.. :S but yeah, cant gooo  sorry!",0
43872,"@AnikoHeartsJon I am a little bit sick  (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !",0
43927,@AnnaSaccone my aunite just made a mean comment about me and said i was fat  and missing the bf. how r u? xxx,0
43951,"@animealmanac no, please check it out! I just can't, because i'm already taking two comic-con related trips in July. ",0
44011,@annebendixen I love left handed red heads!!! The true red heads are always left handed!! Anne youre so cool talking to Carl and all ,1
44071,@annekinla I remember my mom saying it gets harder and harder to lose weight once you hit 18. I didn't belive her. ,0
44104,"@Anjeebaby loving your photo. Missing your tweets - i see you have a new friend, thought i was your only twit love?   (lol)",0
44132,@ankita_gaba haha I think we should let the topic drop now. a quick poll would settle the matter if you don't believe me ,1
44236,@annabanaboo i remember when we first met that i gave you my favorite cd. you said you didn't like it at all. ,0
44287,"@AnnabelKaye type 2, stress related I'm told by doctor and is common today  hence relaxing cycle rides but want to push up mountains",0
44288,@AnnaBellaMalone CONGRATS hey you never know what the future holds you could be the next A-list Celeb. but always be true to yourself ,1
44306,@AnnaDeStefano Not growling at people &amp; smelling flowers...literally   Then trying not to suffer from cart rage in wal mart-see all better,1
44328,@Ali_Sweeney Hey Ali is BL ever going to do singles instead of couples again? I want to apply every season but its always couples ,0
44353,"@AnnetteStatus i love your videos! they kill my boredom and inspire me to make my own, hopefully starting this summer!  so thank you.",1
44494,"@annaruby Ohh, I've used horsehair on natural firing before and it gets the most wonderful results! Wonder what you will do with it! ",1
44509,"@AnnieDAFG MORNING   nah i didnt go with them today  they missed the train in the morn, so went to church in london instead",0
44583,@anniewersching 24 was awesome tonight.  Next week's finale is bittersweet.  I am excited to see it but then the season is over  ,0
44633,@AnneFTW I forced myself to do it one day. its the only thing you really can do.  and I love the night.,0
44634,@anneftw i know. I miss it already  imma miss lee's birthday because of the stupid chargerr...  and no fun edits on skype!,0
44674,"@annthegeek : re- 22nd - The way the cult of personality is going, I think there would be a lot of popular support for it. ",0
44682,@annttkerr Hey hey Thanks for spreading the word! I had fun at the signing and wrote some very silly dedications!  It was a grand larf! ,1
44762,"@AnonymousAtBest Thanks  I've stopped dying my hair, so it's going to be that colour again, possibly lighter from the sun.",1
44776,@AnoopDoggDesai have u heard about the song Hometown Glory by Adele? That song helps me remember why I love my town so much. ,1
44784,"@AnoopDoggDesai OH YES! finally u tweet bout football, but wait... u're an American so u mean... football which is not soccer? ",0
44787,@AnoopDoggDesai yeah! Glad you had an awesome vaca before tour! First Anoop album ftw! You're doing an awesome job! Can't wait for tour! ,1
44815,"@annetteleonhard I managed to fall asleep ok, but after my 7am trip outside with the dog I just could not fall asleep again!! ",0
44840,"@alicebarr thx for sharing dig citizenship site will check it out when I get home, google sites blocked  swallowing the irony pill is hard",0
44851,@alicefaucher ..it didn't seem anything new to me (we did it with video games) - just logical. I really should blog about stuff ,1
44930,@anpete please help us by providing a clean repro. we're also working on something MS-VS friendly which should surprise quite a few ,1
44973,@anniepayne I will look for new voodoo...I like my current set of friends...even if their Magic 8 ball is broken.  ,1
44990,"@antandbecks hey if he doesn't like it, I'll push your buttons and you can get me in contact with my female crush ",1
45032,"@annika, @gitta, @bjornfalkewik, are you guys sitting in a coffee house close to the city? I can join you probably? ",1
45087,@anthonyjohnston Oh no...wasn't here when the mean Nurse arrived...hope you remembered to take my arm with you! Don't faint!  x,1
45170,@antifolk there's an article i found that says for each day you log onto facebook during revision your average marks fall by a percent ,1
45175,@AntionetteTorr I figure I'll go to Houston first...snatch me up some country boy and then visit N.O for Mardi Gras or something ,1
45195,@alichayy love actually just makes me smile ridiculously large every time i see it  i cant choose a favourite person/couple out of them,1
45257,"@antoniagentile Oh yeah!  Over four years now, shes actually going to do the same course as me at uni which is fun! ^.^",1
45274,@anony269 I miss the dolls too  have fun in glenelg! I know cant believe the weather is SO nice when the dolls leave LOL,0
45303,@aliciamalone aww...too funny.Blame the little orange guys you call cheezels!And then thank them when yr a lean mean femme machine! ,1
45312,"@aliciasparks just don't reject me for it!!    dandy's rock lady!  ok, I'm off to bed. have a sweet one.",1
45388,"@antairgames Oh yeah, no one ever answered the interview I sent for 5 Fingers. Either that or it hit my spam folder. ",0
45428,"@AliGraysAnatomy well i can't wait to watch it, only a 2 weeks of college(UK) left so i'll have a GG Marathon ",1
45443,@alijwalker I suppose one notable difference is we don't count our pairs or pride ourselves on the quantity like gals do!  And we can,1
45456,"@anthony_HW I hear you man, but I wouldn't get my hopes up on better exposure settings -- core target audience surely contains PG people ",0
45490,"@Alimentum Hi there Paulette! Not only edible and cute but very very moist, dense and absolutely scrumptious. A real treat to be there! ",1
45568,@AlishaLoves yehh i listened. i know the riff you mean. just dosent cut it for me  and WHAT THE HELL. imcomplaining Ã‚Â¬.Ã‚Â¬,1
45585,@alisoncollins25 deal deal deal! nobody else  we need to gossip. my house or yours ? you can come over if you want haha.,1
45593,"@anthoro ...Bron is just more passionate, already learned how to lose in the Finals, &amp; had higher expectations of himself.  ",1
45645,@antsmarching how's he going to show up Vegas in fenway  this makes me more upset than last night...or darien. Ugh.,0
45681,"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz",0
45687,@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me ,0
45697,@alissasheley Hey Alissa I'd be happy to email you a few (and yes I'm back in the office and we had the baby  ),1
45758,@anxiousdog Me too - I woke up about an hour early; it's nice to get some morning time alone while the kids are still asleep!  ,1
45764,@AnyaD09 Congratulations on breastfeeding your baby girl! I'm proud of you!  I breastfed my little girl a little over 2 years. I totally,1
45793,"@alithealien Well, I was looking forward to reading it in the morning too... so will have to raise it as an issue... ",0
45809,@alitron yeah. i forgot it was the long weekend. i'll be up at my mom's and spending time with family. ,0
45917,@antron5000 LOL we'll try.... I'm not that hungry so I'm only gonna get miso soup &amp; mango ice cream ,0
45984,@Anu2008 And it's going to last that long?  Where did you hit it so bad. Gotta do some first aid thingy,0
46018,@alizasherman Chewie is adorable! Thanks for sharing photo  I had two Chis but they've both passed. Hope to have more one day.,1
46032,"@all_TAY It's going pretty well, haven't gone back in with it since what I let you hear tho, soon enough tho ",1
46043,@allan1850 I have a thing with my benes where it comes out of my pre tax earnings. But I left that card at home ,0
46052,"@apexjason We contemplated Hypericon, but it's just a little too far for short notice.   There are huge mountains between NC and TN!",0
46064,@Aphrodite84 I am sure it will be sunny! You guys will have so much fun! Take lot's of pictures and prepare lotsa of stories! ,1
46080,@aplusk &quot;i refuse to play your chinese mind games!!&quot; dude you are hilarious in this film.... skills   http://twitpic.com/5dfwr,1
46121,@alleighmarre have a friend visiting from out of town for JUST tonight who I haven't seen in years...thought she was coming tomorrow ,0
46131,"@aplusk Ashton i jus read about Gabe..omg im soo gonna donate, i felt sad reading and looking @ his pcs ",0
46132,"@aplusk Ashton when u have time give me a shout out .I know that I'm only one of your over 200,000 followers. Peace ",0
46195,@allie_ohhh not at all... i am sooo depressed im not going.... i wont lie... i shed a tear...  hahah,0
46320,@aplusk So I'm guessing the anniversary won't be held on Vulcan and Optimus Prime won't entertain the kids with balloon animals? ,0
46327,@aplusk that's really scary.... im kind of freaked out now thinking about those clowns. put a warning on that stuff!! ahh ,0
46337,@aplusk unfortunately you may not have to as they are learing it earlier and earlier in school. My daughter is 12 - god help me! ,1
46391,"@aplusk yep, but better not ill, when I have long been engaged in choreography, influenza has helped to take the required form ",1
46430,@allieverhad just &quot;projections&quot; - whatever this means exactly. it's on bbc 2 from 7.30pm. apparently nick griffin may win a seat ,0
46437,@alliewayfilms Okay nobody heard that. He was making a joke  He's more for women anyway and Europe is still playing his old shows,1
46452,"@apostropheme i'm going to do that library thing, though, for the book i really wanted. i might do it NOW! j ",1
46506,@apetrigs Mmm that's the billionth time you've mentioned it! Must try Marble Slab... but there's nobody to go with me today ,0
46533,@aplusk  thats my favorite(only) drink I get from starbucks!!! Golly gee..never thought I'd have something in common with a star!!!,1
46726,@aplusk I've been working 3rd shift 20+ years and hate it when they say 'Good Morning' when I walk in at 2300! ,0
46786,@AprilOj ha we are becoming experts at getting them! We have a whole photo session in the loo every time we go to dav's ,1
46818,"@aplusk yeah, dolls are one of the most creepiest things. Can't imagine thousands of them staring back at you. Good luck ",1
46859,"@aptronym Bloody amazing little store, huh? A bit disappointing that a number of designers don't list AU delivery pricing, however. ",0
46870,@Aqualec Oh good! I told myself not to buy anything today but I couldnt get over the cover. My mum will be horrified ,1
46930,"@allisonperkins It happens to the best of us! I'm sorry I missed you last week. I miss you, period  Talk soon.",1
46944,@allisonzapata i will be skipping the boating and jet skiing this weekend.  but at least i'll be there....on the water  XO,1
46958,@Allmarine oh it went great! Dick told us all about Ships to Reefs. Scuba Diver Girls are talking about how we can help him ,1
46984,@aral not quite the hordes we saw last year is it? maybe the people who bought then can't renew their contracts yet? ,0
47005,"@applehockey yup, we need to finish some reviews so we can giveaway more promo codes  #iPhone #promocodes: @ap.. http://tinyurl.com/dyycyr",1
47021,@AppleSky Haha. Its the  International Make-up Artist Trade Show!  A.k.a. the place that's going to make me broke. haha.,1
47039,"@appstory there's peony in oakland, tom kiang in sf, east ocean in emeryville, one in alameda that i forgot the name ",0
47047,"@April__Watson i really, really wish i could...but i don't think anyone would understand. especially if it's a jbfbdb-er ",0
47158,"@apsylus We had a great time, and it looked like all our friends did too. Sorry you couldn't join us tonight. ",0
47226,@arancinibaby propbably explains why we haven't had a chance to talk to each other lately  love you anyway babe have a good weekend xox,1
47249,@AllStarNinja He did laugh a little at me but when he saw my face and saw how I was glowing he said it was cute ,1
47266,@allthedoll I messed them up a bit.    Maybe the next time I make them I won't get caught up doing other things.,0
47357,@alltony no its the same day as edgefest  lol TEXT ME i dont know why i dont have your number in my phone ,0
47383,@arcaller had to buy tickets on Thursday and I didn;t have the funds - so no Muse for me unless someone gives me a pressie! ,0
47393,@ArchAngelica17 yup  I'm guessing it was because of the rude tweets he was getting. Search &quot;jeffarchuleta&quot; in the search bar.,0
47410,"@Archielover14 I don't know what's happening, I can't get in to vote for David now either! probably high traffic of voters ",0
47413,@Archieval Like when you go a restaurant or somethingyou just select  the actions and stuff but only your character will get to go in. ,0
47452,@arctic_penguin i think there are too much effects too.. i expected to see smth from the sneak peek where they were hanging on  ropes ,0
47478,"@allyesun Way to hold back! That's important. When you finish with Finals, head to abcfamily.com - Greek will be there for you. ",1
47494,@ardeming lol yeah i saw u are at church. say a prayer for the GG's maybe we can still be saved  or not ;),1
47506,"@Ardvaark Which realistically is no diff from Bush. airport security-&gt;nationalize, education-&gt;nationalize, banking-&gt;nationalize.. ",0
47522,"@arenanet Awesome weekend, thank you! Well, awesome for those of us who maxed titles, not for our loved ones, haha. ",1
47523,"@AReneeW I'm assuming u are asking me   No, i've got a meeting tonight. Besides, I'd be too nervous.",1
47533,"@areucrazy I'd love to get sweaty with you. In fact, the backyard needs weeding - that's guaranteed sweat in the Texas heat ",1
47538,@arfike79 Twitter's entry length is the same as a standard text message. It was meant for phone updates and just kinda exploded. ,1
47548,"@Argon52 I love how much you love all things weather related! I do too, but sometimes need your optimism.  Sunrise today was spectacular!",1
47623,@ArianeSherine you really know how to put things into a &quot;perspective&quot;  (p.s. the sun shines always it's just cloudy some days),1
47639,@arianneross ok lng kaau ui.bsta gathering.ok lng gni masking s people's park lng t mg.picnic.az in!i'm so missing u ol n jd! ,1
47705,"@ArieleMoonfire It's about $38 dollars for 500 ml,but each dose is 5ml 3 times daily. It is worth it. ",1
47706,"@ArieleMoonfire me too!!! Very sick of them, coming to work email after I created work Twitter account  so I guess that is related.",0
47713,@ArchisM  u nd2afix sm wooden boundaries in ur bed...falls r bad...I jst fell dwn a flight of stairs...I knw ,0
47741,@archuphils Archie's very near to #1! Try my technique!!!  and the voting needs to end tomorrow! tom's fans might vote more lol,1
47807,@alncl I wish I had some  I might make my own! Pritt stick and glitter at the ready...amateurish business cards here I come!,0
47819,"@AlohaArleen  it took me SEVERAL times to opt out.... but even THEN it said, if it DOESNT opt u out... contact  them ",1
47870,@arctic_penguin I'm not having fun  My other teammember is half an hour late so I'm working on a research on my own.,0
47879,"@ARE0HBEE great person &amp; besides, he's HOT!!! Easy ladies he is taken though.     (but he's still hot). #FF",0
47885,"@arejayel23 a) you better be in hayden with all the cool kids b) love it c) lucky, i still have almost a month left ",0
47907,@arjendroog  I can ask him   Here is the description of what #officenomad does:  http://bit.ly/Gyofs  And he is good! Have a nice day!,1
47953,@ALOliver Not really. Just the peaceful coupla days are ended  I'd say Sprog is knackered - did they just stay up all night?,0
47966,@Alonis I've been having issues since about 3am this morning   Although some ppl might say I've had issues longer then that ;p,0
47974,"@armand_vampire next time we both here we should get together and go to it, id be happy to go again with a friend ",1
47977,@ArmandoRJ I shall google CentralWoods. I can be jolly persuasive so shall have a word with 'boss' Have an most excellent day ,1
48008,"@ArmyOfMeat I used to have one of those at work... it was great, but in the winter, my butt was always cold! ",1
48099,"@alroker Keep up the great work on the Today Show! I love your tweets!  I miss you guys, but the West is so beautiful! ",1
48101,"@alroker sure wasn't a race today, you were at the finish line before my good man @SamChampion even got to the starting gate ",1
48142,@aronsolomon I love how you always get my names wrong.. it's janicepcheng. But you're welcome - glad you're enjoying your room ,1
48145,@arosefull LOL  My husband works from home on Fridays &amp; keeps Ava.  He doesn't get much done since she got mobile.  ,1
48199,@arpitjain11 so he's only mouthing what they said. and stupid people like us think he's the one with the great ideas. ,0
48452,@artoholicanonms stayed home from work today  I have a case of the Mondays. Actually I was just kept up all nite w/ muscle cramps  ,0
48479,@Alyssa_Milano awww thats sad  sorry to hear that but at least he is with the &quot;inlaws&quot; and not the &quot;outlaws&quot;,0
48490,@Alyssa_Milano Hey Alyssa followers..Alyssa is the actual person twittering! I watched her in person tweet  I was an extra in new film.,1
48495,"@Artscapes Made a couple of sketches now, but still unsure if will start with one of them... Maybe it's just the day ",1
48566,@ArunBasilLal when these ppl open up..someone will create a super search engine which shows from all the engines...tht shud be fun ,1
48629,@aryan22 yes! although you won't be able to stay in my room because its super strict and we can't have ANY overnight visitors ,0
48641,@aryrs i know i just love him!! hahaha but i was all day looking for him..but nooo!!!!  hahaha i'm a dramatic =D,0
48717,@aschernathan You misunderstand. I didn't really consider the title - was trying to give you a cheering song and a book you might like ,0
48722,@ascrivner I did my own adaptation of King's work once called &quot;Shawshank Radio Show&quot; and it wasn't good at all. ,0
48819,"@Amadeus_IOM yup, since sleepwell hotels bought it. I told the MD he should reopen the carosel bit as he'd make a fortune ",1
48831,"@AshaTBarnes My goodnes, love, your review left me speechless! Thank you so much, dearest, you're wonderful  I will update ASAP!",1
48858,@asheeezy @asheeezy ohh cool! Hopefully i get to perform there someday  i have cousins there. But havent been there for hella long.,1
48880,@amalkaff DIET??? @ilifar and I do not believe in DIETS. Hahahaha! But okay la.. as long as you're coming with. ,1
48916,"@arezoumo it was a turning point, wasn't it? i'm sorry it was so at the cost of so many lives. ",0
48932,@arholtz I think its time we women accept the fact that our other &quot;half&quot; NEEDS detailed instructions LOL &amp; that's that ,1
48982,"@Asher_Book You're welcome. You're the best dancer, actor, &amp; singer i've ever seen  How was the show?",1
